title,Token,stopword,stemmed,label
ngatiyana terjun langsung menemui warga menampung aspirasi masyarakat,"['ngatiyana', 'terjun', 'langsung', 'menemui', 'warga', 'menampung', 'aspirasi', 'masyarakat']","['ngatiyana', 'terjun', 'langsung', 'menemui', 'warga', 'menampung', 'aspirasi', 'masyarakat']",ngatiyana terjun langsung temu warga tampung aspirasi masyarakat,1
spesifikasi redmi 10c hp gaming murah rp 1 jutaan,"['spesifikasi', 'redmi', '10c', 'hp', 'gaming', 'murah', 'rp', '1', 'jutaan']","['spesifikasi', 'redmi', '10c', 'hp', 'gaming', 'murah', 'rp', '1', 'jutaan']",spesifikasi redmi 10c hp gaming murah rp 1 juta,0
puluhan rumah di perum griya zavira cilawu terancam terbawa longsor warga minta pemkab segera bertindak,"['puluhan', 'rumah', 'di', 'perum', 'griya', 'zavira', 'cilawu', 'terancam', 'terbawa', 'longsor', 'warga', 'minta', 'pemkab', 'segera', 'bertindak']","['puluhan', 'rumah', 'perum', 'griya', 'zavira', 'cilawu', 'terancam', 'terbawa', 'longsor', 'warga', 'pemkab', 'bertindak']",puluh rumah perum griya zavira cilawu ancam bawa longsor warga pemkab tindak,2
prakiraan cuaca kota-kota besar di indonesia untuk senin 25 juli 2022,"['prakiraan', 'cuaca', 'kota', '-', 'kota', 'besar', 'di', 'indonesia', 'untuk', 'senin', '25', 'juli', '2022']","['prakiraan', 'cuaca', 'kota', '-', 'kota', 'indonesia', 'senin', '25', 'juli', '2022']",prakira cuaca kota - kota indonesia senin 25 juli 2022,0
kurang dari 24 jam pelaku pembunuh remaja diciduk saat coba melarikan diri,"['kurang', 'dari', '24', 'jam', 'pelaku', 'pembunuh', 'remaja', 'diciduk', 'saat', 'coba', 'melarikan', 'diri']","['24', 'jam', 'pelaku', 'pembunuh', 'remaja', 'diciduk', 'coba', 'melarikan']",24 jam laku bunuh remaja ciduk coba lari,2
bawaslu kbb butuh anggaran rp23 miliar untuk pilkada serentak 2024,"['bawaslu', 'kbb', 'butuh', 'anggaran', 'rp23', 'miliar', 'untuk', 'pilkada', 'serentak', '2024']","['bawaslu', 'kbb', 'butuh', 'anggaran', 'rp23', 'miliar', 'pilkada', 'serentak', '2024']",bawaslu kbb butuh anggar rp23 miliar pilkada serentak 2024,0
lansia menjadi kelompok paling rentan selama pandemi covid-19,"['lansia', 'menjadi', 'kelompok', 'paling', 'rentan', 'selama', 'pandemi', 'covid', '-', '19']","['lansia', 'kelompok', 'rentan', 'pandemi', 'covid', '-', '19']",lansia kelompok rentan pandemi covid - 19,0
terdakwa kasus kebakaran bengkel di tangerang divonis 8 tahun bui ph keputusan hakim bijak,"['terdakwa', 'kasus', 'kebakaran', 'bengkel', 'di', 'tangerang', 'divonis', '8', 'tahun', 'bui', 'ph', 'keputusan', 'hakim', 'bijak']","['terdakwa', 'kebakaran', 'bengkel', 'tangerang', 'divonis', '8', 'bui', 'ph', 'keputusan', 'hakim', 'bijak']",dakwa bakar bengkel tangerang vonis 8 bui ph putus hakim bijak,0
odong-odong terpental 10 meter dihantam kereta api 9 orang meninggal,"['odong', '-', 'odong', 'terpental', '10', 'meter', 'dihantam', 'kereta', 'api', '9', 'orang', 'meninggal']","['odong', '-', 'odong', 'terpental', '10', 'meter', 'dihantam', 'kereta', 'api', '9', 'orang', 'meninggal']",odong - odong pental 10 meter hantam kereta api 9 orang tinggal,2
cinta setelah cinta 26 juli 2022 tayang di sctv pukul 1930 wib niko dan ayu kepergok tio dan gurunya,"['cinta', 'setelah', 'cinta', '26', 'juli', '2022', 'tayang', 'di', 'sctv', 'pukul', '1930', 'wib', 'niko', 'dan', 'ayu', 'kepergok', 'tio', 'dan', 'gurunya']","['cinta', 'cinta', '26', 'juli', '2022', 'tayang', 'sctv', '1930', 'wib', 'niko', 'ayu', 'kepergok', 'tio', 'gurunya']",cinta cinta 26 juli 2022 tayang sctv 1930 wib niko ayu pergok tio guru,0
sekali panen petani tomat di lembang mampu meraup pendapatan rp1 miliar,"['sekali', 'panen', 'petani', 'tomat', 'di', 'lembang', 'mampu', 'meraup', 'pendapatan', 'rp1', 'miliar']","['panen', 'petani', 'tomat', 'lembang', 'meraup', 'pendapatan', 'rp1', 'miliar']",panen tani tomat lembang raup dapat rp1 miliar,1
bacaan niat puasa senin-kamis berikut doa berbuka dan keutamaannya,"['bacaan', 'niat', 'puasa', 'senin', '-', 'kamis', 'berikut', 'doa', 'berbuka', 'dan', 'keutamaannya']","['bacaan', 'niat', 'puasa', 'senin', '-', 'kamis', 'doa', 'berbuka', 'keutamaannya']",baca niat puasa senin - kamis doa buka utama,0
link live streaming persikabo vs persebaya surabaya segera kick off langsung klik di sini,"['link', 'live', 'streaming', 'persikabo', 'vs', 'persebaya', 'surabaya', 'segera', 'kick', 'off', 'langsung', 'klik', 'di', 'sini']","['link', 'live', 'streaming', 'persikabo', 'vs', 'persebaya', 'surabaya', 'kick', 'off', 'langsung', 'klik']",link live streaming persikabo vs baya surabaya kick off langsung klik,0
link live streaming persib bandung vs bhayangkara fc maung bandung sementara unggul 2-1,"['link', 'live', 'streaming', 'persib', 'bandung', 'vs', 'bhayangkara', 'fc', 'maung', 'bandung', 'sementara', 'unggul', '2', '-', '1']","['link', 'live', 'streaming', 'persib', 'vs', 'bhayangkara', 'fc', 'maung', 'unggul', '2', '-', '1']",link live streaming persib vs bhayangkara fc maung unggul 2 - 1,0
hadapi tim eppd jabar bupati sumedang tekan bawahannya kooperatif,"['hadapi', 'tim', 'eppd', 'jabar', 'bupati', 'sumedang', 'tekan', 'bawahannya', 'kooperatif']","['hadapi', 'tim', 'eppd', 'jabar', 'bupati', 'sumedang', 'tekan', 'bawahannya', 'kooperatif']",hadap tim eppd jabar bupati sumedang tekan bawah kooperatif,2
persikabo taklukkan persebaya surabaya 1-0 gustavo tocantins jadi pahlawan kemenangan,"['persikabo', 'taklukkan', 'persebaya', 'surabaya', '1', '-', '0', 'gustavo', 'tocantins', 'jadi', 'pahlawan', 'kemenangan']","['persikabo', 'taklukkan', 'persebaya', 'surabaya', '1', '-', '0', 'gustavo', 'tocantins', 'pahlawan', 'kemenangan']",persikabo takluk baya surabaya 1 - 0 gustavo tocantins pahlawan menang,1
benfica vs newcastle united jadwal pertandingan tempat dan prediksi susunan pemain,"['benfica', 'vs', 'newcastle', 'united', 'jadwal', 'pertandingan', 'tempat', 'dan', 'prediksi', 'susunan', 'pemain']","['benfica', 'vs', 'newcastle', 'united', 'jadwal', 'pertandingan', 'prediksi', 'susunan', 'pemain']",benfica vs newcastle united jadwal tanding prediksi susun main,0
ridwan kamil 'ceramahi' baim wong soal citayam fashion week tidak perlu ikut-ikutan mengatur,"['ridwan', 'kamil', ""'"", 'ceramahi', ""'"", 'baim', 'wong', 'soal', 'citayam', 'fashion', 'week', 'tidak', 'perlu', 'ikut', '-', 'ikutan', 'mengatur']","['ridwan', 'kamil', ""'"", 'ceramahi', ""'"", 'baim', 'citayam', 'fashion', 'week', '-', 'ikutan', 'mengatur']",ridwan kamil  ceramah  baim citayam fashion week - ikut atur,1
link live streaming persis solo vs dewa united pertaruhan kualitas 2 mantan pelatih timnas indonesia,"['link', 'live', 'streaming', 'persis', 'solo', 'vs', 'dewa', 'united', 'pertaruhan', 'kualitas', '2', 'mantan', 'pelatih', 'timnas', 'indonesia']","['link', 'live', 'streaming', 'persis', 'solo', 'vs', 'dewa', 'united', 'pertaruhan', 'kualitas', '2', 'mantan', 'pelatih', 'timnas', 'indonesia']",link live streaming persis solo vs dewa united taruh kualitas 2 mantan latih timnas indonesia,0
mencekam warga sweeping kendaraan bermotor di yogyakarta plat ad trending topic,"['mencekam', 'warga', 'sweeping', 'kendaraan', 'bermotor', 'di', 'yogyakarta', 'plat', 'ad', 'trending', 'topic']","['mencekam', 'warga', 'sweeping', 'kendaraan', 'bermotor', 'yogyakarta', 'plat', 'ad', 'trending', 'topic']",cekam warga sweeping kendara motor yogyakarta plat ad trending topic,2
ini daftar 73 jemaah haji yang meninggal hingga hari ke-53 60% jemaah gelombang pertama pulang ke tanah air,"['ini', 'daftar', '73', 'jemaah', 'haji', 'yang', 'meninggal', 'hingga', 'hari', 'ke', '-', '53', '60', '%', 'jemaah', 'gelombang', 'pertama', 'pulang', 'ke', 'tanah', 'air']","['daftar', '73', 'jemaah', 'haji', 'meninggal', '-', '53', '60', '%', 'jemaah', 'gelombang', 'pulang', 'tanah', 'air']",daftar 73 jemaah haji tinggal - 53 60  jemaah gelombang pulang tanah air,2
petani masuk kelompok prasejahtera pks minta kader legislatif dan eksekutif ikut berjuang,"['petani', 'masuk', 'kelompok', 'prasejahtera', 'pks', 'minta', 'kader', 'legislatif', 'dan', 'eksekutif', 'ikut', 'berjuang']","['petani', 'masuk', 'kelompok', 'prasejahtera', 'pks', 'kader', 'legislatif', 'eksekutif', 'berjuang']",tani masuk kelompok prasejahtera pks kader legislatif eksekutif juang,1
green kurban salurkan ke 17782 penerima manfaat,"['green', 'kurban', 'salurkan', 'ke', '17782', 'penerima', 'manfaat']","['green', 'kurban', 'salurkan', '17782', 'penerima', 'manfaat']",green kurban salur 17782 terima manfaat,1
bpkad kota cimahi launching aplikasi siaga,"['bpkad', 'kota', 'cimahi', 'launching', 'aplikasi', 'siaga']","['bpkad', 'kota', 'cimahi', 'launching', 'aplikasi', 'siaga']",bpkad kota cimahi launching aplikasi siaga,1
museum subang masih kurang pengunjung,"['museum', 'subang', 'masih', 'kurang', 'pengunjung']","['museum', 'pengunjung']",museum unjung,2
link streaming cinta setelah cinta 26 juli 2022 tayang sesaat lagi langsung klik di sini,"['link', 'streaming', 'cinta', 'setelah', 'cinta', '26', 'juli', '2022', 'tayang', 'sesaat', 'lagi', 'langsung', 'klik', 'di', 'sini']","['link', 'streaming', 'cinta', 'cinta', '26', 'juli', '2022', 'tayang', 'langsung', 'klik']",link streaming cinta cinta 26 juli 2022 tayang langsung klik,0
perkuat persatuan dan kesatuan kodim 0618/bs laksanakan bimkom cegah konflik sosial,"['perkuat', 'persatuan', 'dan', 'kesatuan', 'kodim', '0618', '/', 'bs', 'laksanakan', 'bimkom', 'cegah', 'konflik', 'sosial']","['perkuat', 'persatuan', 'kesatuan', 'kodim', '0618', '/', 'bs', 'laksanakan', 'bimkom', 'cegah', 'konflik', 'sosial']",kuat satu satu kodim 0618  bs laksana bimkom cegah konflik sosial,1
dahana garap rajata penghancur tanpa ketahui musuh,"['dahana', 'garap', 'rajata', 'penghancur', 'tanpa', 'ketahui', 'musuh']","['dahana', 'garap', 'rajata', 'penghancur', 'ketahui', 'musuh']",dahana garap rajata hancur tahu musuh,0
jelang benfica vs newcastle united the magpies ambisi datangkan timo werner dari chelsea,"['jelang', 'benfica', 'vs', 'newcastle', 'united', 'the', 'magpies', 'ambisi', 'datangkan', 'timo', 'werner', 'dari', 'chelsea']","['jelang', 'benfica', 'vs', 'newcastle', 'united', 'the', 'magpies', 'ambisi', 'datangkan', 'timo', 'werner', 'chelsea']",jelang benfica vs newcastle united the magpies ambisi datang timo werner chelsea,0
frets butuan bawa persib unggul sementara di babak kedua link live streaming bisa diakses di sini,"['frets', 'butuan', 'bawa', 'persib', 'unggul', 'sementara', 'di', 'babak', 'kedua', 'link', 'live', 'streaming', 'bisa', 'diakses', 'di', 'sini']","['frets', 'butuan', 'bawa', 'persib', 'unggul', 'babak', 'link', 'live', 'streaming', 'diakses']",frets butuan bawa persib unggul babak link live streaming akses,0
wakil ketua dprd kota bandung ade supriadi wafat wali kota berduka,"['wakil', 'ketua', 'dprd', 'kota', 'bandung', 'ade', 'supriadi', 'wafat', 'wali', 'kota', 'berduka']","['wakil', 'ketua', 'dprd', 'kota', 'ade', 'supriadi', 'wafat', 'wali', 'kota', 'berduka']",wakil ketua dprd kota ade supriadi wafat wali kota duka,0
link live streaming persikabo vs persebaya surabaya langsung klik di sini,"['link', 'live', 'streaming', 'persikabo', 'vs', 'persebaya', 'surabaya', 'langsung', 'klik', 'di', 'sini']","['link', 'live', 'streaming', 'persikabo', 'vs', 'persebaya', 'surabaya', 'langsung', 'klik']",link live streaming persikabo vs baya surabaya langsung klik,0
persib bandung kebobolan jelang pertandingan kontra bhayangkara fc berakhir wasit jadi sorotan bobotoh,"['persib', 'bandung', 'kebobolan', 'jelang', 'pertandingan', 'kontra', 'bhayangkara', 'fc', 'berakhir', 'wasit', 'jadi', 'sorotan', 'bobotoh']","['persib', 'kebobolan', 'jelang', 'pertandingan', 'kontra', 'bhayangkara', 'fc', 'wasit', 'sorotan', 'bobotoh']",persib bobol jelang tanding kontra bhayangkara fc wasit sorot bobotoh,0
pelatihan guru utama revitalisasi bahasa daerah menjaga kepunahan bahasa daerah dengan menulis,"['pelatihan', 'guru', 'utama', 'revitalisasi', 'bahasa', 'daerah', 'menjaga', 'kepunahan', 'bahasa', 'daerah', 'dengan', 'menulis']","['pelatihan', 'guru', 'utama', 'revitalisasi', 'bahasa', 'daerah', 'menjaga', 'kepunahan', 'bahasa', 'daerah', 'menulis']",latih guru utama revitalisasi bahasa daerah jaga punah bahasa daerah tulis,1
nonton persikabo vs persebaya surabaya langsung klik link live streaming hanya di sini,"['nonton', 'persikabo', 'vs', 'persebaya', 'surabaya', 'langsung', 'klik', 'link', 'live', 'streaming', 'hanya', 'di', 'sini']","['nonton', 'persikabo', 'vs', 'persebaya', 'surabaya', 'langsung', 'klik', 'link', 'live', 'streaming']",nonton persikabo vs baya surabaya langsung klik link live streaming,0
ridwan kamil dinobatkan sebagai ayah inspiratif,"['ridwan', 'kamil', 'dinobatkan', 'sebagai', 'ayah', 'inspiratif']","['ridwan', 'kamil', 'dinobatkan', 'ayah', 'inspiratif']",ridwan kamil nobat ayah inspiratif,1
presiden jokowi tiba di china besok sore temui xi jinping secara tertutup,"['presiden', 'jokowi', 'tiba', 'di', 'china', 'besok', 'sore', 'temui', 'xi', 'jinping', 'secara', 'tertutup']","['presiden', 'jokowi', 'china', 'besok', 'sore', 'temui', 'xi', 'jinping', 'tertutup']",presiden jokowi china besok sore temu xi jinping tutup,0
kpas-plaastro gelar pameran tunggal 'the silence of khotbah',"['kpas', '-', 'plaastro', 'gelar', 'pameran', 'tunggal', ""'"", 'the', 'silence', 'of', 'khotbah', ""'""]","['kpas', '-', 'plaastro', 'gelar', 'pameran', 'tunggal', ""'"", 'the', 'silence', 'of', 'khotbah', ""'""]",kpas - plaastro gelar pamer tunggal  the silence of khotbah ,0
langsung jatuh cinta pada kosumon moeldoko saya jagonya ngopi ini very special,"['langsung', 'jatuh', 'cinta', 'pada', 'kosumon', 'moeldoko', 'saya', 'jagonya', 'ngopi', 'ini', 'very', 'special']","['langsung', 'jatuh', 'cinta', 'kosumon', 'moeldoko', 'jagonya', 'ngopi', 'very', 'special']",langsung jatuh cinta kosumon moeldoko jago ngopi very special,1
gandeng pemerintah daerah tokopedia dorong implementasi digitalisasi pasar rakyat,"['gandeng', 'pemerintah', 'daerah', 'tokopedia', 'dorong', 'implementasi', 'digitalisasi', 'pasar', 'rakyat']","['gandeng', 'pemerintah', 'daerah', 'tokopedia', 'dorong', 'implementasi', 'digitalisasi', 'pasar', 'rakyat']",gandeng perintah daerah tokopedia dorong implementasi digitalisasi pasar rakyat,1
viral petarung ufc sampaikan hal menyedihkan usai menang tarung temannya bunuh diri jelang tanding,"['viral', 'petarung', 'ufc', 'sampaikan', 'hal', 'menyedihkan', 'usai', 'menang', 'tarung', 'temannya', 'bunuh', 'diri', 'jelang', 'tanding']","['viral', 'petarung', 'ufc', 'menyedihkan', 'menang', 'tarung', 'temannya', 'bunuh', 'jelang', 'tanding']",viral tarung ufc sedih menang tarung teman bunuh jelang tanding,2
viral seorang pria tergeletak di jalanan yogyakarta polda diy cek kemungkinan korban jiwa ke rs,"['viral', 'seorang', 'pria', 'tergeletak', 'di', 'jalanan', 'yogyakarta', 'polda', 'diy', 'cek', 'kemungkinan', 'korban', 'jiwa', 'ke', 'rs']","['viral', 'pria', 'tergeletak', 'jalanan', 'yogyakarta', 'polda', 'diy', 'cek', 'korban', 'jiwa', 'rs']",viral pria geletak jalan yogyakarta polda diy cek korban jiwa rs,2
ade yasin optimis eksepsi diterima hakim dakwaan tak sesuai dengan alasan kpk melakukan penangkapan,"['ade', 'yasin', 'optimis', 'eksepsi', 'diterima', 'hakim', 'dakwaan', 'tak', 'sesuai', 'dengan', 'alasan', 'kpk', 'melakukan', 'penangkapan']","['ade', 'yasin', 'optimis', 'eksepsi', 'diterima', 'hakim', 'dakwaan', 'sesuai', 'alasan', 'kpk', 'penangkapan']",ade yasin optimis eksepsi terima hakim dakwa sesuai alas kpk tangkap,0
empat pelaku spesialis pencurian mobil pick up diringkus polresta bandung,"['empat', 'pelaku', 'spesialis', 'pencurian', 'mobil', 'pick', 'up', 'diringkus', 'polresta', 'bandung']","['pelaku', 'spesialis', 'pencurian', 'mobil', 'pick', 'up', 'diringkus', 'polresta']",laku spesialis curi mobil pick up ringkus polresta,2
waspada siang dan malam hari jabar diguyur hujan prakiraan cuaca wilayah jawa barat senin 25 juli 2022,"['waspada', 'siang', 'dan', 'malam', 'hari', 'jabar', 'diguyur', 'hujan', 'prakiraan', 'cuaca', 'wilayah', 'jawa', 'barat', 'senin', '25', 'juli', '2022']","['waspada', 'siang', 'malam', 'jabar', 'diguyur', 'hujan', 'prakiraan', 'cuaca', 'wilayah', 'jawa', 'barat', 'senin', '25', 'juli', '2022']",waspada siang malam jabar guyur hujan prakira cuaca wilayah jawa barat senin 25 juli 2022,2
buka latsar cpns sekda jabar tekankan integritas,"['buka', 'latsar', 'cpns', 'sekda', 'jabar', 'tekankan', 'integritas']","['buka', 'latsar', 'cpns', 'sekda', 'jabar', 'tekankan', 'integritas']",buka latsar cpns sekda jabar tekan integritas,0
panglima tni utus dokter forensik tni lakukan autopsi brigadir j kalau mau tambah juga boleh,"['panglima', 'tni', 'utus', 'dokter', 'forensik', 'tni', 'lakukan', 'autopsi', 'brigadir', 'j', 'kalau', 'mau', 'tambah', 'juga', 'boleh']","['panglima', 'tni', 'utus', 'dokter', 'forensik', 'tni', 'lakukan', 'autopsi', 'brigadir', 'j']",panglima tni utus dokter forensik tni laku autopsi brigadir j,0
pad retribusi parkir minim ini yang akan dilakukan bapenda kbb,"['pad', 'retribusi', 'parkir', 'minim', 'ini', 'yang', 'akan', 'dilakukan', 'bapenda', 'kbb']","['pad', 'retribusi', 'parkir', 'minim', 'bapenda', 'kbb']",pad retribusi parkir minim bapenda kbb,0
pesan menohok ridwan kamil ke baim wong soal citayam fashion week anda dan istri sudah hebat tapi,"['pesan', 'menohok', 'ridwan', 'kamil', 'ke', 'baim', 'wong', 'soal', 'citayam', 'fashion', 'week', 'anda', 'dan', 'istri', 'sudah', 'hebat', 'tapi']","['pesan', 'menohok', 'ridwan', 'kamil', 'baim', 'citayam', 'fashion', 'week', 'istri', 'hebat']",pesan tohok ridwan kamil baim citayam fashion week istri hebat,2
berusaha pulihkan cedera febri hariyadi disemangati mario jardel semangat bang bow,"['berusaha', 'pulihkan', 'cedera', 'febri', 'hariyadi', 'disemangati', 'mario', 'jardel', 'semangat', 'bang', 'bow']","['berusaha', 'pulihkan', 'cedera', 'febri', 'hariyadi', 'disemangati', 'mario', 'jardel', 'semangat', 'bang', 'bow']",usaha pulih cedera febri hariyadi semangat mario jardel semangat bang bow,1
pemilik tim football menangkan lelang sabuk juara tinju muhammad ali ini harganya,"['pemilik', 'tim', 'football', 'menangkan', 'lelang', 'sabuk', 'juara', 'tinju', 'muhammad', 'ali', 'ini', 'harganya']","['pemilik', 'tim', 'football', 'menangkan', 'lelang', 'sabuk', 'juara', 'tinju', 'muhammad', 'ali', 'harganya']",milik tim football menang lelang sabuk juara tinju muhammad ali harga,1
tersangka kasus subang bertambah jadi 11 orang perannya diungkap polda jabar,"['tersangka', 'kasus', 'subang', 'bertambah', 'jadi', '11', 'orang', 'perannya', 'diungkap', 'polda', 'jabar']","['tersangka', 'bertambah', '11', 'orang', 'perannya', 'diungkap', 'polda', 'jabar']",sangka tambah 11 orang peran ungkap polda jabar,2
kasus anak tewas akibat perundungan di tasikmalaya 3 orang jadi tersangka,"['kasus', 'anak', 'tewas', 'akibat', 'perundungan', 'di', 'tasikmalaya', '3', 'orang', 'jadi', 'tersangka']","['anak', 'tewas', 'akibat', 'perundungan', 'tasikmalaya', '3', 'orang', 'tersangka']",anak tewas akibat rundung tasikmalaya 3 orang sangka,2
cinta setelah cinta 25 juli 2022 tayang di sctv pukul 1930 simak sinopsis berikut link streaming,"['cinta', 'setelah', 'cinta', '25', 'juli', '2022', 'tayang', 'di', 'sctv', 'pukul', '1930', 'simak', 'sinopsis', 'berikut', 'link', 'streaming']","['cinta', 'cinta', '25', 'juli', '2022', 'tayang', 'sctv', '1930', 'simak', 'sinopsis', 'link', 'streaming']",cinta cinta 25 juli 2022 tayang sctv 1930 simak sinopsis link streaming,0
ada 16000 kasus cacar monyet di 75 negara who minta kawasan asia tenggara perkuat pengawasan,"['ada', '16000', 'kasus', 'cacar', 'monyet', 'di', '75', 'negara', 'who', 'minta', 'kawasan', 'asia', 'tenggara', 'perkuat', 'pengawasan']","['16000', 'cacar', 'monyet', '75', 'negara', 'who', 'kawasan', 'asia', 'tenggara', 'perkuat', 'pengawasan']",16000 cacar monyet 75 negara who kawasan asia tenggara kuat awas,2
inilah yang harus hindari warga binaan lapas sumedang,"['inilah', 'yang', 'harus', 'hindari', 'warga', 'binaan', 'lapas', 'sumedang']","['hindari', 'warga', 'binaan', 'lapas', 'sumedang']",hindar warga bina lapas sumedang,2
cfw didaftarkan paten ini komentar sandiaga uno anak-anak scbd jangan ada yang terzalimi harus transparan,"['cfw', 'didaftarkan', 'paten', 'ini', 'komentar', 'sandiaga', 'uno', 'anak', '-', 'anak', 'scbd', 'jangan', 'ada', 'yang', 'terzalimi', 'harus', 'transparan']","['cfw', 'didaftarkan', 'paten', 'komentar', 'sandiaga', 'uno', 'anak', '-', 'anak', 'scbd', 'terzalimi', 'transparan']",cfw daftar paten komentar sandiaga uno anak - anak scbd zalim transparan,1
ceu popong dan salim segaf dorong kolaborasi untuk selesaikan masalah kebangsaan,"['ceu', 'popong', 'dan', 'salim', 'segaf', 'dorong', 'kolaborasi', 'untuk', 'selesaikan', 'masalah', 'kebangsaan']","['ceu', 'popong', 'salim', 'segaf', 'dorong', 'kolaborasi', 'selesaikan', 'kebangsaan']",ceu popong salim segaf dorong kolaborasi selesai bangsa,1
link streaming cinta setelah cinta 25 juli 2022 starla pergoki niko dan ayu rencana ben bakal lancar,"['link', 'streaming', 'cinta', 'setelah', 'cinta', '25', 'juli', '2022', 'starla', 'pergoki', 'niko', 'dan', 'ayu', 'rencana', 'ben', 'bakal', 'lancar']","['link', 'streaming', 'cinta', 'cinta', '25', 'juli', '2022', 'starla', 'pergoki', 'niko', 'ayu', 'rencana', 'ben', 'lancar']",link streaming cinta cinta 25 juli 2022 starla pergok niko ayu rencana ben lancar,0
waspada sejumlah kota besar diguyur hujan prakirakan cuaca hari ini selasa 26 juli 2022,"['waspada', 'sejumlah', 'kota', 'besar', 'diguyur', 'hujan', 'prakirakan', 'cuaca', 'hari', 'ini', 'selasa', '26', 'juli', '2022']","['waspada', 'kota', 'diguyur', 'hujan', 'prakirakan', 'cuaca', 'selasa', '26', 'juli', '2022']",waspada kota guyur hujan prakira cuaca selasa 26 juli 2022,0
populasi 'yaki' di sulteng turun drastis tinggal menyisakan 1000 ekor,"['populasi', ""'"", 'yaki', ""'"", 'di', 'sulteng', 'turun', 'drastis', 'tinggal', 'menyisakan', '1000', 'ekor']","['populasi', ""'"", 'yaki', ""'"", 'sulteng', 'turun', 'drastis', 'tinggal', 'menyisakan', '1000', 'ekor']",populasi  yaki  sulteng turun drastis tinggal sisa 1000 ekor,2
psis semarang rekrut pelatih kiper asal inggris rory grand,"['psis', 'semarang', 'rekrut', 'pelatih', 'kiper', 'asal', 'inggris', 'rory', 'grand']","['psis', 'semarang', 'rekrut', 'pelatih', 'kiper', 'inggris', 'rory', 'grand']",psis semarang rekrut latih kiper inggris rory grand,1
